polymer_name,monomer_name,smiles_monomer,distribution,property,value,pm,units,ref,link/doi,comment,note,mechanism
poly(3-hydroxy-4-phenylproponoate),(R)-3-Hydroxy-3-phenylpropionic acid.(S)-3-Hydroxy-3-phenylpropionic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,,Mw,20988,0.111,g/mol,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02103",10.1021/acs.macromol.0c02110,"#6, table 1",,ester_stereo
poly(3-hydroxy-4-phenylproponoate),(R)-3-Hydroxy-3-phenylpropionic acid.(S)-3-Hydroxy-3-phenylpropionic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,,PDI,1.06,0.111,,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02103",10.1021/acs.macromol.0c02110,"#6, table 1",,ester_stereo
poly(3-hydroxy-4-phenylproponoate),(R)-3-Hydroxy-3-phenylpropionic acid.(S)-3-Hydroxy-3-phenylpropionic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,,Tg,36,0.111,C,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02103",10.1021/acs.macromol.0c02110,"#6, table 1",,ester_stereo
poly(3-hydroxy-4-phenylproponoate),(R)-3-Hydroxy-3-phenylpropionic acid.(S)-3-Hydroxy-3-phenylpropionic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,,Mn,64200,0.252,g/mol,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02098",10.1021/acs.macromol.0c02110,"#7, table 1",,ester_stereo
poly(3-hydroxy-4-phenylproponoate),(R)-3-Hydroxy-3-phenylpropionic acid.(S)-3-Hydroxy-3-phenylpropionic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,,Mw,69336,0.252,g/mol,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02098",10.1021/acs.macromol.0c02110,"#7, table 1",,ester_stereo
poly(3-hydroxy-4-phenylproponoate),(R)-3-Hydroxy-3-phenylpropionic acid.(S)-3-Hydroxy-3-phenylpropionic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,,PDI,1.08,0.252,,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02098",10.1021/acs.macromol.0c02110,"#7, table 1",,ester_stereo
poly(3-hydroxy-4-phenylproponoate),(R)-3-Hydroxy-3-phenylpropionic acid.(S)-3-Hydroxy-3-phenylpropionic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,,Tg,36,0.252,C,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02098",10.1021/acs.macromol.0c02110,"#7, table 1",,ester_stereo
poly(3-hydroxy-4-phenylproponoate),(R)-3-Hydroxy-3-phenylpropionic acid.(S)-3-Hydroxy-3-phenylpropionic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,,Mn,49800,0.089,g/mol,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02104",10.1021/acs.macromol.0c02110,"#8, table 2",,ester_stereo
poly(3-hydroxy-4-phenylproponoate),(R)-3-Hydroxy-3-phenylpropionic acid.(S)-3-Hydroxy-3-phenylpropionic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,,Mw,1170,0.089,g/mol,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02104",10.1021/acs.macromol.0c02110,"#8, table 2",,ester_stereo
poly(3-hydroxy-4-phenylproponoate),(R)-3-Hydroxy-3-phenylpropionic acid.(S)-3-Hydroxy-3-phenylpropionic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,,PDI,1.05,0.089,,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02104",10.1021/acs.macromol.0c02110,"#8, table 2",,ester_stereo
poly(3-hydroxy-4-phenylproponoate),(R)-3-Hydroxy-3-phenylpropionic acid.(S)-3-Hydroxy-3-phenylpropionic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,,Tg,40,0.089,C,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02104",10.1021/acs.macromol.0c02110,"#8, table 2",,ester_stereo
poly(3-hydroxy-4-phenylproponoate),(R)-3-Hydroxy-3-phenylpropionic acid.(S)-3-Hydroxy-3-phenylpropionic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,,Mn,29900,0.041,g/mol,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02107",10.1021/acs.macromol.0c02110,"#9, table 2",,ester_stereo
poly(3-hydroxy-4-phenylproponoate),(R)-3-Hydroxy-3-phenylpropionic acid.(S)-3-Hydroxy-3-phenylpropionic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,,Mw,34983,0.041,g/mol,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02107",10.1021/acs.macromol.0c02110,"#9, table 2",,ester_stereo
poly(3-hydroxy-4-phenylproponoate),(R)-3-Hydroxy-3-phenylpropionic acid.(S)-3-Hydroxy-3-phenylpropionic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,,PDI,1.17,0.041,,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02107",10.1021/acs.macromol.0c02110,"#9, table 2",,ester_stereo
poly(3-hydroxy-4-phenylproponoate),(R)-3-Hydroxy-3-phenylpropionic acid.(S)-3-Hydroxy-3-phenylpropionic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,,Tg,36,0.041,C,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02107",10.1021/acs.macromol.0c02110,"#9, table 2",,ester_stereo
Poly(3-Hydroxy-3-phenylpropionic acid-co-3-Hydroxyheptnoic acid),(R/S)-3-Hydroxy-3-phenylpropionic acid.(R/S)-3-Hydroxyheptanoic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1..CCCC[C@H](O)CC(=O)O,"[1, 0.2]",elongation_at_break,191,0.5,%,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02110",10.1021/acs.macromol.0c02110,Fig 11 and text,Using monomer instead of dimer and pm of 0.5 assumed,ester_stereo
Poly(3-Hydroxy-3-phenylpropionic acid-co-3-Hydroxyheptnoic acid),(R/S)-3-Hydroxy-3-phenylpropionic acid.(R/S)-3-Hydroxyheptanoic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1..CCCC[C@H](O)CC(=O)O,"[1, 0.2]",Mn,205000,0.5,g/mol,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02110",10.1021/acs.macromol.0c02110,Fig 11 and text,Using monomer instead of dimer and pm of 0.5 assumed,ester_stereo
Poly(3-Hydroxy-3-phenylpropionic acid-co-3-Hydroxyheptnoic acid),(R/S)-3-Hydroxy-3-phenylpropionic acid.(R/S)-3-Hydroxyheptanoic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1..CCCC[C@H](O)CC(=O)O,"[1, 0.2]",modulus,500,0.5,GPa,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02110",10.1021/acs.macromol.0c02110,Fig 11 and text,Using monomer instead of dimer and pm of 0.5 assumed,ester_stereo
Poly(3-Hydroxy-3-phenylpropionic acid-co-3-Hydroxyheptnoic acid),(R/S)-3-Hydroxy-3-phenylpropionic acid.(R/S)-3-Hydroxyheptanoic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1..CCCC[C@H](O)CC(=O)O,"[1, 0.2]",Mw,248050,0.5,g/mol,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02110",10.1021/acs.macromol.0c02110,Fig 11 and text,Using monomer instead of dimer and pm of 0.5 assumed,ester_stereo
Poly(3-Hydroxy-3-phenylpropionic acid-co-3-Hydroxyheptnoic acid),(R/S)-3-Hydroxy-3-phenylpropionic acid.(R/S)-3-Hydroxyheptanoic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1..CCCC[C@H](O)CC(=O)O,"[1, 0.2]",PDI,1.21,0.5,,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02110",10.1021/acs.macromol.0c02110,Fig 11 and text,Using monomer instead of dimer and pm of 0.5 assumed,ester_stereo
Poly(3-Hydroxy-3-phenylpropionic acid-co-3-Hydroxyheptnoic acid),(R/S)-3-Hydroxy-3-phenylpropionic acid.(R/S)-3-Hydroxyheptanoic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1..CCCC[C@H](O)CC(=O)O,"[1, 0.2]",tensile_strength,22.7,0.5,MPa,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02110",10.1021/acs.macromol.0c02110,Fig 11 and text,Using monomer instead of dimer and pm of 0.5 assumed,ester_stereo
Poly(3-Hydroxy-3-phenylpropionic acid-co-3-Hydroxyheptnoic acid),(R/S)-3-Hydroxy-3-phenylpropionic acid.(R/S)-3-Hydroxyheptanoic acid,O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1..CCCC[C@H](O)CC(=O)O,"[1, 0.2]",Tg,33,0.5,C,"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02110",10.1021/acs.macromol.0c02110,Fig 11 and text,Using monomer instead of dimer and pm of 0.5 assumed,ester_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Mn,13500,0,g/mol,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.1,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Mw,26055,0,g/mol,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.1,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,PDI,1.93,0,,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.1,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Tg,118,0,C,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.1,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Tm,324,0,C,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.1,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Mn,112000,0,g/mol,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.10,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Mw,240800,0,g/mol,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.10,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,PDI,2.15,0,,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.10,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Tg,119,0,C,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.10,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Tm,328,0,C,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.10,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Mn,145000,0,g/mol,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.11,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Mw,195750,0,g/mol,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.11,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,PDI,1.35,0,,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.11,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Tg,128,0,C,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.11,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Tm,327,0,C,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.11,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Mn,147000,0,g/mol,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.12,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Mw,164640,0,g/mol,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.12,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,PDI,1.12,0,,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.12,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Tg,129,0,C,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.12,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Tm,327,0,C,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.12,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Mn,16800,0,g/mol,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.13,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Mw,23184,0,g/mol,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.13,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,PDI,1.38,0,,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.13,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Tg,118,0,C,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.13,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Tm,328,0,C,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.13,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Mn,165000,0,g/mol,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.14,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Mw,333300,0,g/mol,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.14,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,PDI,2.02,0,,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.14,,vinyl_stereo
Poly(para-chlorostyrene),para-Chlorostyrene,C=Cc1ccc(Cl)cc1,,Tg,120,0,C,"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äö√Ñ√¨8339. https://doi.org/10.1021/acs.macromol.0c01121",10.1021/acs.macromol.0c01121,Table 1.14,,vinyl_stereo
