smiles_polymer,smiles_monomer,monomers,pm,Mn,Tg,Tm,Tm_pred,Tg_pred,model_id,distribution,ref,comment,mechanism,monomers.1,DP,replicate_structure,dTm,dTg
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.06,37100.0,,178.0,181.20439,11.359576,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #4",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,3,3.2043899999999894,
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.06,,,183.0,181.32687,11.369821,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #8",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,3,1.6731299999999862,
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.06,,11.2,183.0,181.26541,11.364621,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 3, #3",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,4,1.7345899999999972,6.4631739999999995
C[C@@H](CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.06,37100.0,,178.0,181.23193,11.36986,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #4",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,4,3.2319300000000055,
C[C@@H](CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.06,,,183.0,181.23195,11.36986,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #8",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,4,1.7680499999999881,
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.1,37400.0,,167.0,166.42848,8.421952,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #3",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,0,0.5715199999999925,
C[C@@H](CC(=O)O)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.1,37400.0,,167.0,166.30602,8.414124,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #3",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,1,0.6939800000000105,
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.1,37400.0,,167.0,166.36227,8.418212,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #3",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,2,0.6377300000000048,
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.1,37400.0,,167.0,166.33968,8.41708,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #3",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,3,0.6603200000000129,
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.1,37400.0,,167.0,166.42848,8.42195,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #3",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,4,0.5715199999999925,
C[C@@H](CC(=O)O)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,64300.0,4.0,150.0,151.94395,3.8599882,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 3, #2",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,0,1.943950000000001,0.7368255000000001
C[C@@H](CC(=O)O)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,64300.0,,150.0,151.94394,3.859987,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #6",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,0,1.9439399999999978,
C[C@@H](CC(=O)O)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,47200.0,,155.0,152.06364,3.8735142,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #5",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,0,2.9363600000000076,
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,64300.0,4.0,150.0,152.0185,3.848963,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 3, #2",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,1,2.018499999999989,0.7368259999999998
C[C@@H](CC(=O)O)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,64300.0,,150.0,151.98412,3.8650808,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #6",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,1,1.9841199999999901,
C[C@@H](CC(=O)O)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,47200.0,,155.0,151.98373,3.8645782,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #5",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,1,3.0162699999999916,
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,64300.0,4.0,150.0,152.0574,3.854248,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 3, #2",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,2,2.0574000000000012,0.7368259999999998
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,64300.0,,150.0,152.01848,3.8489602,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #6",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,2,2.018480000000011,
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,47200.0,,155.0,152.01848,3.8489594,3,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #5",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,2,2.981519999999989,
