smiles_monomer,pm,distribution,ref,comment,mechanism,Mn,Mv,Mw,PDI,Tc,Td,Tg,Tm,density,elongation to break,elongation_at_break,flexural_strength,modulus,modulus_of_elasticity,notched_strength,set,tensile modulus,tensile strength,tensile stress relaxation,tensile_strength,unnotched_strength,yield_elongation,yield_strength,monomers,data_id
O=C(O)C[C@@H](O)C(=O)OCc1ccccc1.O=C(O)C[C@H](O)C(=O)OCc1ccccc1,0.21,[],"Jaffredo, C. G., Chapurina, Y., Kirillov, E., Carpentier, J.-F. & Guillaume, S. M. Highly Stereocontrolled Ring-Opening Polymerization ofRacemic Alkyl b-Malolactonates MediatedbyYttrium [Amino-alkoxy- bis(phenolate)]Complexes. Chem. - A Eur. J. 22, 7629-7641 (2016).","table 1, #3",ester_stereo,45300,,48018,1.06,,,,71,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)C(=O)OCc1ccccc1', 'O=C(O)C[C@H](O)C(=O)OCc1ccccc1')",583
O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,0.14,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #36",ester_stereo,6600,,7854,1.19,,,-13,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CCOCc1ccccc1', 'O=C(O)C[C@H](O)CCOCc1ccccc1')",584
O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,0.15,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #32",ester_stereo,6400,,7744,1.21,,,-11,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CCOCc1ccccc1', 'O=C(O)C[C@H](O)CCOCc1ccccc1')",585
O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,0.15,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #38",ester_stereo,20600,,22042,1.07,,,-9,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CCOCc1ccccc1', 'O=C(O)C[C@H](O)CCOCc1ccccc1')",586
O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,0.2,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #33",ester_stereo,5100,,6171,1.21,,,-13,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CCOCc1ccccc1', 'O=C(O)C[C@H](O)CCOCc1ccccc1')",587
O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,0.23,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #34",ester_stereo,5400,,5886,1.09,,,-12,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CCOCc1ccccc1', 'O=C(O)C[C@H](O)CCOCc1ccccc1')",588
O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,0.51,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #28",ester_stereo,8600,,10578,1.23,,,-12,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CCOCc1ccccc1', 'O=C(O)C[C@H](O)CCOCc1ccccc1')",589
O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,0.51,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #31",ester_stereo,5200,,5980,1.15,,,-15,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CCOCc1ccccc1', 'O=C(O)C[C@H](O)CCOCc1ccccc1')",590
O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,1,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #40",ester_stereo,9100,,10465,1.15,,,-14,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CCOCc1ccccc1', 'O=C(O)C[C@H](O)CCOCc1ccccc1')",591
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.13,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #8",ester_stereo,44100,,51156,1.16,,,38,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",592
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.14,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1,  #7",ester_stereo,23000,,24380,1.06,,,37,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",593
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.14,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #5",ester_stereo,10600,,12084,1.14,,,37,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",594
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.14,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #6",ester_stereo,25600,,27136,1.06,,,37,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",595
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.14,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #9",ester_stereo,80500,,96600,1.2,,,40,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",596
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.16,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #11",ester_stereo,10000,,11500,1.15,,,38,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",597
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.17,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #12",ester_stereo,17800,,19758,1.11,,,40,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",598
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.21,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #2",ester_stereo,11100,,12543,1.13,,,30,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",599
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.23,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #3",ester_stereo,5000,,5700,1.14,,,22,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",600
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,0.25,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #4",ester_stereo,5400,,6210,1.15,,,21,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",601
O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,1,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #13",ester_stereo,10500,,11550,1.1,,,36,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)COc1ccccc1', 'O=C(O)C[C@H](O)COc1ccccc1')",602
O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,0.13,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #20",ester_stereo,15200,,17480,1.15,,,13,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CSc1ccccc1', 'O=C(O)C[C@H](O)CSc1ccccc1')",603
O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,0.13,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #22",ester_stereo,48300,,55545,1.15,,,14,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CSc1ccccc1', 'O=C(O)C[C@H](O)CSc1ccccc1')",604
O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,0.14,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #21",ester_stereo,23300,,24931,1.07,,,14,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CSc1ccccc1', 'O=C(O)C[C@H](O)CSc1ccccc1')",605
O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,0.15,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #25",ester_stereo,11300,,12656,1.12,,,13,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CSc1ccccc1', 'O=C(O)C[C@H](O)CSc1ccccc1')",606
O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,0.16,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #23",ester_stereo,86400,,101088,1.17,,,12,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CSc1ccccc1', 'O=C(O)C[C@H](O)CSc1ccccc1')",607
O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,0.16,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #26",ester_stereo,23200,,26448,1.14,,,12,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CSc1ccccc1', 'O=C(O)C[C@H](O)CSc1ccccc1')",608
O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,0.24,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #15",ester_stereo,11300,,13673,1.21,,,8,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CSc1ccccc1', 'O=C(O)C[C@H](O)CSc1ccccc1')",609
O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,0.26,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #14",ester_stereo,5800,,6612,1.14,,,9,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CSc1ccccc1', 'O=C(O)C[C@H](O)CSc1ccccc1')",610
O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,0.26,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #18",ester_stereo,5100,,5967,1.17,,,9,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CSc1ccccc1', 'O=C(O)C[C@H](O)CSc1ccccc1')",611
O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,0.27,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #17",ester_stereo,3400,,3876,1.14,,,9,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CSc1ccccc1', 'O=C(O)C[C@H](O)CSc1ccccc1')",612
O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,1,[],"Shakaroun, R. M., Li, H., J√©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j","Table 1, #27",ester_stereo,11500,,12995,1.13,,,13,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)CSc1ccccc1', 'O=C(O)C[C@H](O)CSc1ccccc1')",613
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.04,[],"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02107","#9, table 2",ester_stereo,29900,,34983,1.17,,,36,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",614
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.04,[],"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02108","#11, table 2",ester_stereo,26300,,29982,1.14,,,42,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",615
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.04,[],"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02109","#10, table 2",ester_stereo,76000,,88160,1.16,,,43,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",616
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.04,[],"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02110","#12, table 2",ester_stereo,119000,,138040,1.16,,,43,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",617
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.06,[],"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02106","#14, table 2",ester_stereo,15400,,16324,1.06,,,42,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",618
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.09,[],"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02104","#8, table 2",ester_stereo,49800,,1170,1.05,,,40,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",619
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.09,[],"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02105","#13, table 2",ester_stereo,18300,,19215,1.05,,,40,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",620
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.11,[],"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02103","#6, table 1",ester_stereo,19800,,20988,1.06,,,36,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",621
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.12,[],"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02100","#2, table 1",ester_stereo,52100,,57831,1.11,,,42,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",622
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.12,[],"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02101","#3, table 1",ester_stereo,112000,,128800,1.15,,,42,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",623
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.12,[],"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02102","#4, table 1",ester_stereo,147000,,174930,1.19,,,43,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",624
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.2,[],"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02099","#1, table 1",ester_stereo,48500,,63050,1.3,,,42,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",625
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1,0.25,[],"Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02098","#7, table 1",ester_stereo,64200,,69336,1.08,,,36,,,,,,,,,,,,,,,,,"('O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1')",626
O=C(O)C[C@@H](O)c1ccccc1.O=C(O)C[C@H](O)c1ccccc1..CCCC[C@H](O)CC(=O)O,0.5,"[1, 0.1]","Westlie, A. H., & Chen, E. Y. X. (2020). Catalyzed chemical synthesis of unnatural aromatic polyhydroxyalkanoate and aromatic-aliphatic phas with record-high glass-transition and decomposition temperatures. Macromolecules, 53(22), 9906-9915. https://doi.org/10.1021/acs.macromol.0c02110","#20, Table 3",ester_stereo,84000,,95760,1.14,,,37,,,,,,,,,,,,,,,,,"[['O=C(O)C[C@@H](O)c1ccccc1', 'O=C(O)C[C@H](O)c1ccccc1'], ['CCCC[C@H](O)CC(=O)O']]",627
